name,label,prob
fqgypsunzr.mp4,fake,0.9506023
frqfsucgao.mp4,fake,0.9576455
fsdrwikhge.mp4,fake,0.5184694
fwykevubzy.mp4,fake,0.7969845
fxuxxtryjn.mp4,fake,0.9024207
fzvpbrzssi.mp4,fake,0.8107645
gahgyuwzbu.mp4,fake,0.9666787
gbnzicjyhz.mp4,fake,0.8507033
gccnvdoknm.mp4,fake,0.9848038
gcdtglsoqj.mp4,fake,0.7902117
gfcycflhbo.mp4,fake,0.7954735
gfdjzwnpyp.mp4,fake,0.5970691
gfgcwxkbjd.mp4,fake,0.5524154
ggdpclfcgk.mp4,fake,0.8745524
ggzjfrirjh.mp4,fake,0.9327565
ghnpsltzyn.mp4,fake,0.7599629
gkutjglghz.mp4,fake,0.8768383
gochxzemmq.mp4,real,0.822061
gpsxfxrjrr.mp4,fake,0.8085645
gqnaxievjx.mp4,real,0.6477563
gunamloolc.mp4,fake,0.6663074
halvwiltfs.mp4,fake,0.5678461
hbufmvbium.mp4,fake,0.9459926
hcanfkwivl.mp4,fake,0.8555389
hclsparpth.mp4,fake,0.9440224
hefisnapds.mp4,fake,0.8072946
heiyoojifp.mp4,fake,0.8596078
hevcclcklc.mp4,fake,0.8105437
hfsvqabzfq.mp4,fake,0.7449214
hicjuubiau.mp4,fake,0.8065992
hierggamuo.mp4,fake,0.9359251
hitfycdavv.mp4,fake,0.6696218
hnfwagcxdf.mp4,fake,0.5109879
honxqdilvv.mp4,fake,0.9011323
hqzwudvhih.mp4,real,0.6434615
hsbljbsgxr.mp4,fake,0.5841746
hsbwhlolsn.mp4,fake,0.5824294
hszwwswewp.mp4,fake,0.9195119
htzbnroagi.mp4,fake,0.8876566
huvlwkxoxm.mp4,fake,0.927275
hweshqpfwe.mp4,fake,0.641153
hxwtsaydal.mp4,fake,0.5208392
hyjqolupxn.mp4,fake,0.8633625
hzoiotcykp.mp4,fake,0.6106369
hzssdinxec.mp4,fake,0.6376793
ibxfxggtqh.mp4,fake,0.9264579
icbsahlivv.mp4,fake,0.8569059
igpvrfjdzc.mp4,fake,0.8814003
ihglzxzroo.mp4,fake,0.8989369
iksxzpqxzi.mp4,fake,0.8985948
ilqwcbprqa.mp4,fake,0.7402011
imdmhwkkni.mp4,fake,0.7470817
iorbtaarte.mp4,fake,0.5704844
ipkpxvwroe.mp4,fake,0.5489565
ipvwtgdlre.mp4,fake,0.9584591
irqzdokcws.mp4,fake,0.7912346
itfsvvmslp.mp4,fake,0.9566157
iznnzjvaxc.mp4,fake,0.693518
jawgcggquk.mp4,fake,0.8985187
jhczqfefgw.mp4,fake,0.9197875
jiavqbrkyk.mp4,fake,0.9941912
jiswxuqzyz.mp4,real,0.6461363
jquevmhdvc.mp4,fake,0.827746
jsbpkpxwew.mp4,fake,0.8326691
jsysgmycsx.mp4,fake,0.9138055
jyfvaequfg.mp4,fake,0.7337267
jyoxdvxpza.mp4,fake,0.7099866
jytrvwlewz.mp4,fake,0.8715792
jzmzdispyo.mp4,fake,0.9751582
kcjvhgvhpt.mp4,fake,0.7869117
keioymnobc.mp4,fake,0.9816159
kezwvsxxzj.mp4,fake,0.7697079
khpipxnsvx.mp4,fake,0.8898199
kmcdjxmnoa.mp4,fake,0.9217522
kmqkiihrmj.mp4,fake,0.9414057
knxltsvzyu.mp4,fake,0.6371564
kowiwvrjht.mp4,unkown,0
kqlvggiqee.mp4,fake,0.9096571
kvmpmhdxly.mp4,fake,0.9253636
kwfdyqofzw.mp4,real,0.7185425
lbfqksftuo.mp4,fake,0.6707486
lbigytrrtr.mp4,fake,0.8580588
lebzjtusnr.mp4,fake,0.920447
lhvjzhjxdp.mp4,fake,0.95226
ljauauuyka.mp4,real,0.5527409
ljouzjaqqe.mp4,fake,0.8323894
llplvmcvbl.mp4,fake,0.962198
lmdyicksrv.mp4,fake,0.8574926
lnhkjhyhvw.mp4,fake,0.9164671
lnjkpdviqb.mp4,fake,0.86603
lpgxwdgnio.mp4,real,0.5955338
lpkgabskbw.mp4,fake,0.6878968
lujvyveojc.mp4,fake,0.9547414
lyoslorecs.mp4,fake,0.9677261
mdfndlljvt.mp4,fake,0.5768366
mkmgcxaztt.mp4,fake,0.6680729
mkzaekkvej.mp4,fake,0.7627324
mllzkpgatp.mp4,fake,0.6933742
mnowxangqx.mp4,fake,0.568446
mnzabbkpmt.mp4,fake,0.8819203
mohiqoogpb.mp4,real,0.6661089
mszblrdprw.mp4,fake,0.6364481
mwnibuujwz.mp4,fake,0.618254
mwwploizlj.mp4,fake,0.7531538
mxahsihabr.mp4,fake,0.6230781
mxlipjhmqk.mp4,fake,0.9718597
ncmpqwmnzb.mp4,fake,0.640748
ncoeewrdlo.mp4,fake,0.9094974
ndikguxzek.mp4,fake,0.8762254
nikynwcvuh.mp4,fake,0.5859669
njzshtfmcw.mp4,fake,0.7107249
nkhzxomani.mp4,fake,0.8625388
novarhxpbj.mp4,fake,0.6056752
nplviymzlg.mp4,fake,0.913276
nswtvttxre.mp4,fake,0.6739657
nthpnwylxo.mp4,fake,0.6880152
nwvloufjty.mp4,fake,0.8387743
nwvsbmyndn.mp4,fake,0.7096695
nxgzmgzkfv.mp4,fake,0.88298
nxnmkytwze.mp4,fake,0.8048992
nxzgekegsp.mp4,fake,0.5882553
nycmyuzpml.mp4,fake,0.6414949
nymodlmxni.mp4,fake,0.5990133
oaguiggjyv.mp4,fake,0.5392586
ocgdbrgmtq.mp4,fake,0.5557647
oefukgnvel.mp4,fake,0.898013
oelqpetgwj.mp4,fake,0.8498273
ojsxxkalat.mp4,fake,0.781171
okgelildpc.mp4,fake,0.8819146
omphqltjdd.mp4,fake,0.8030465
ooafcxxfrs.mp4,real,0.5336785
oocincvedt.mp4,fake,0.5073323
oojxonbgow.mp4,fake,0.9647934
opvqdabdap.mp4,fake,0.8972458
orekjthsef.mp4,fake,0.7241546
orixbcfvdz.mp4,real,0.5195841
ouaowjmigq.mp4,real,0.5096199
owaogcehvc.mp4,fake,0.8545876
oyqgwjdwaj.mp4,real,0.573179
oysopgovhu.mp4,unkown,0
papagllumt.mp4,fake,0.8022256
pcoxcmtroa.mp4,fake,0.6090391
pcyswtgick.mp4,fake,0.9439669
pdswwyyntw.mp4,fake,0.8712305
pdufsewrec.mp4,fake,0.8800696
petmyhjclt.mp4,fake,0.6083738
phjvutxpoi.mp4,fake,0.9617836
pqdeutauqc.mp4,fake,0.8907211
pqthmvwonf.mp4,fake,0.8598056
prhmixykhr.mp4,fake,0.8559268
prwsfljdjo.mp4,real,0.5514715
psesikjaxx.mp4,fake,0.7672622
ptbfnkajyi.mp4,fake,0.8808525
ptbnewtvon.mp4,fake,0.9321812
pxcfrszlgi.mp4,fake,0.782733
pxjkzvqomp.mp4,fake,0.9289542
qarqtkvgby.mp4,fake,0.876289
qcbkztamqc.mp4,fake,0.9101599
qclpbcbgeq.mp4,fake,0.7903173
qdqdsaiitt.mp4,fake,0.8058875
qhkzlnzruj.mp4,fake,0.8762736
qhsehzgxqj.mp4,fake,0.6764254
qlqhjcshpk.mp4,fake,0.953308
qlvsqdroqo.mp4,fake,0.8559893
qooxnxqqjb.mp4,fake,0.950602
qqnlrngaft.mp4,fake,0.8128258
qsjiypnjwi.mp4,fake,0.8751937
qswlzfgcgj.mp4,fake,0.758554
qxyrtwozyw.mp4,fake,0.6528893
qyyhuvqmyf.mp4,fake,0.563394
rcecrgeotc.mp4,real,0.7096908
rcjfxxhcal.mp4,fake,0.8358207
rerpivllud.mp4,fake,0.7420492
rfjuhbnlro.mp4,fake,0.9158161
rfwxcinshk.mp4,fake,0.7373766
rklawjhbpv.mp4,fake,0.9566126
rktrpsdlci.mp4,fake,0.9233012
rmlzgerevr.mp4,fake,0.9655385
rmufsuogzn.mp4,fake,0.9184541
rnfcjxynfa.mp4,fake,0.896132
rrrfjhugvb.mp4,fake,0.6884872
rtpbawlmxr.mp4,fake,0.5011846
ruhtnngrqv.mp4,fake,0.738097
rukyxomwcx.mp4,fake,0.7257631
rvvpazsffd.mp4,fake,0.805711
rxdoimqble.mp4,fake,0.9218177
ryxaqpfubf.mp4,fake,0.7951319
scbdenmaed.mp4,fake,0.8724139
scrbqgpvzz.mp4,fake,0.9137762
sfsayjgzrh.mp4,fake,0.9146289
shnsajrsow.mp4,fake,0.5620859
siebfpwuhu.mp4,fake,0.673412
sjinmmbipg.mp4,fake,0.6687456
sjkfxrlxxs.mp4,fake,0.8157277
sjwywglgym.mp4,fake,0.9302419
sktpeppbkc.mp4,fake,0.9042301
sngjsueuhs.mp4,fake,0.9068422
snlyjbnpgw.mp4,fake,0.9217353
sodvtfqbpf.mp4,fake,0.8787067
sqixhnilfm.mp4,fake,0.8381985
srfefmyjvt.mp4,fake,0.871559
sufvvwmbha.mp4,fake,0.8767116
swsaoktwgi.mp4,fake,0.6060196
sylnrepacf.mp4,fake,0.730445
syuxttuyhm.mp4,fake,0.908931
syxobtuucp.mp4,fake,0.73086
sznkemeqro.mp4,real,0.7324803
tejfudfgpq.mp4,fake,0.630828
temeqbmzxu.mp4,real,0.772298
temjefwaas.mp4,real,0.5785803
tgawasvbbr.mp4,fake,0.5996625
tjuihawuqm.mp4,fake,0.7097976
tjywwgftmv.mp4,fake,0.7591012
toinozytsp.mp4,fake,0.6501685
tvhjcfnqtg.mp4,fake,0.8789073
txmnoyiyte.mp4,fake,0.9666914
txnmkabufs.mp4,fake,0.7470459
tyjpjpglgx.mp4,fake,0.7635183
tynfsthodx.mp4,fake,0.9055942
ucthmsajay.mp4,fake,0.9009377
udxqbhgvvx.mp4,fake,0.901532
uhakqelqri.mp4,fake,0.8072959
uhrqlmlclw.mp4,fake,0.5275211
uoccaiathd.mp4,fake,0.8819734
upmgtackuf.mp4,real,0.5795223
uqvxjfpwdo.mp4,fake,0.8192698
usqqvxcjmg.mp4,fake,0.5720168
uubgqnvfdl.mp4,fake,0.8618339
uvrzaczrbx.mp4,real,0.5860092
uxuvkrjhws.mp4,fake,0.6924999
vajkicalux.mp4,fake,0.8294098
vbcgoyxsvn.mp4,fake,0.8967298
vdtsbqidjb.mp4,fake,0.9361127
vhbbwdflyh.mp4,fake,0.5922353
viteugozpv.mp4,fake,0.967677
vizerpsvbz.mp4,fake,0.586091
vjljdfopjg.mp4,fake,0.6403068
vmxfwxgdei.mp4,fake,0.8827206
vnlzxqwthl.mp4,fake,0.9416528
voawxrmqyl.mp4,real,0.6723303
vokrpfjpeb.mp4,fake,0.8834636
vssmlqoiti.mp4,fake,0.8193399
vtunvalyji.mp4,fake,0.7080567
vurjckblge.mp4,fake,0.9184554
vvfszaosiv.mp4,fake,0.8044373
vwxednhlwz.mp4,fake,0.6350575
wadvzjhwtw.mp4,fake,0.8329049
waucvvmtkq.mp4,fake,0.7470441
wclvkepakb.mp4,fake,0.8615849
wcqvzujamg.mp4,fake,0.7379423
wcssbghcpc.mp4,fake,0.9101523
wcvsqnplsk.mp4,fake,0.8560559
wfzjxzhdkj.mp4,fake,0.9228077
wixbuuzygv.mp4,fake,0.8799421
wjhpisoeaj.mp4,fake,0.8778332
wmoqzxddkb.mp4,fake,0.7202713
wndursivcx.mp4,fake,0.8559449
wnlubukrki.mp4,fake,0.904158
wqysrieiqu.mp4,fake,0.672972
wvgviwnwob.mp4,fake,0.7497221
wynotylpnm.mp4,fake,0.7193921
xcruhaccxc.mp4,fake,0.7890849
xdezcezszc.mp4,fake,0.7344348
xhtppuyqdr.mp4,fake,0.8939372
xitgdpzbxv.mp4,fake,0.8536753
xjvxtuakyd.mp4,fake,0.8348686
xljemofssi.mp4,fake,0.7855406
xmkwsnuzyq.mp4,real,0.5444437
xphdfgmfmz.mp4,fake,0.7731764
xrtvqhdibb.mp4,fake,0.8065112
xugmhbetrw.mp4,fake,0.7876869
xxzefxwyku.mp4,fake,0.7425413
yarpxfqejd.mp4,fake,0.7266093
yaxgpxhavq.mp4,fake,0.9096098
ybbrkacebd.mp4,fake,0.9490696
yhjlnisfel.mp4,fake,0.8495735
yhylappzid.mp4,fake,0.7981025
yietrwuncf.mp4,fake,0.927959
yiykshcbaz.mp4,fake,0.6312163
yljecirelf.mp4,fake,0.8944651
yllztsrwjw.mp4,fake,0.916649
ylxwcwhjjd.mp4,real,0.6951036
yoyhmxtrys.mp4,fake,0.8514588
ypbtpunjvm.mp4,fake,0.9149468
yqhouqakbx.mp4,fake,0.6910279
yronlutbgm.mp4,fake,0.6142674
ystdtnetgj.mp4,fake,0.7342361
ytddugrwph.mp4,fake,0.7037129
ytopzxrswu.mp4,fake,0.8633382
ywauoonmlr.mp4,fake,0.7411925
ywxpquomgt.mp4,fake,0.7769868
yxadevzohx.mp4,fake,0.9208786
yxirnfyijn.mp4,fake,0.8075631
yxvmusxvcz.mp4,fake,0.939922
yzuestxcbq.mp4,fake,0.8664603
zbgssotnjm.mp4,fake,0.7730305
zcxcmneefk.mp4,fake,0.6708137
zfobicuigx.mp4,fake,0.7938876
zfrrixsimm.mp4,real,0.5738097
zgbhzkditd.mp4,fake,0.7469501
zgjosltkie.mp4,fake,0.8635955
ziipxxchai.mp4,fake,0.7624768
zmxeiipnqb.mp4,fake,0.5222606
ztyuiqrhdk.mp4,real,0.6635525
ztyvglkcsf.mp4,real,0.5435968
zuwwbbusgl.mp4,fake,0.8803781
zxacihctqp.mp4,fake,0.8293905
zyufpqvpyu.mp4,fake,0.7822087
zzmgnglanj.mp4,fake,0.9529044
